,,,Non-indexed,,,Indexed,,
small_datasets/diagonal_003.csv,small_datasets/diagonal_026.csv,46508,769044,0.516797521,,,,
small_datasets/diagonal_027.csv,small_datasets/diagonal_003.csv,77064,1425544,0.668892572,,,,
small_datasets/diagonal_028.csv,small_datasets/diagonal_003.csv,58112,1402691,0.565255793,,,,
small_datasets/diagonal_029.csv,small_datasets/diagonal_003.csv,108521,1437299,0.700605729,,,,
small_datasets/diagonal_030.csv,small_datasets/diagonal_003.csv,80423,1178669,0.639934139,,,,
small_datasets/diagonal_003.csv,small_datasets/diagonal_031.csv,31563,644597,0.511371816,,,,
small_datasets/diagonal_032.csv,small_datasets/diagonal_003.csv,55143,1569982,0.60890339,,,,
small_datasets/diagonal_033.csv,small_datasets/diagonal_003.csv,62973,1432317,0.800678226,,,,
small_datasets/diagonal_003.csv,small_datasets/diagonal_034.csv,83608,1041547,0.504052741,,,,
small_datasets/diagonal_035.csv,small_datasets/diagonal_003.csv,91448,1308735,0.652503827,,,,
small_datasets/diagonal_036.csv,small_datasets/diagonal_003.csv,88530,1972100,0.69575354,,,,
small_datasets/diagonal_003.csv,small_datasets/diagonal_037.csv,17713,562817,0.4701741,,,,
small_datasets/diagonal_038.csv,small_datasets/diagonal_003.csv,126553,1553742,0.747453678,,,,
small_datasets/diagonal_039.csv,small_datasets/diagonal_003.csv,59395,1400989,0.638344327,,,,
small_datasets/diagonal_040.csv,small_datasets/diagonal_003.csv,77351,1346244,0.680836668,,,,
small_datasets/gaussian_001.csv,small_datasets/diagonal_003.csv,9259,1522008,0.594361471,,,,
small_datasets/gaussian_002.csv,small_datasets/diagonal_003.csv,8880,1342447,0.613624401,,,,
small_datasets/gaussian_003.csv,small_datasets/diagonal_003.csv,8780,1687221,0.652587642,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_004.csv,5446,1113589,0.571614287,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_005.csv,7468,1000816,0.578437835,,,,
small_datasets/gaussian_006.csv,small_datasets/diagonal_003.csv,10472,1450773,0.757607723,,,,
small_datasets/gaussian_007.csv,small_datasets/diagonal_003.csv,6122,1090659,0.587702869,,,,
small_datasets/gaussian_008.csv,small_datasets/diagonal_003.csv,13341,1860903,0.823350558,,,,
small_datasets/gaussian_009.csv,small_datasets/diagonal_003.csv,10225,1458343,0.735766464,,,,
small_datasets/gaussian_010.csv,small_datasets/diagonal_003.csv,10006,1988475,0.696109575,,,,
small_datasets/gaussian_011.csv,small_datasets/diagonal_003.csv,7667,1321185,0.629934329,,,,
small_datasets/gaussian_012.csv,small_datasets/diagonal_003.csv,10646,1669070,0.688256172,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_013.csv,5048,960205,0.486108667,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_014.csv,7468,1039784,0.539886275,,,,
small_datasets/gaussian_015.csv,small_datasets/diagonal_003.csv,12219,1773004,0.621548078,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_016.csv,5335,896060,0.542646535,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_017.csv,3799,639647,0.555978842,,,,
small_datasets/gaussian_018.csv,small_datasets/diagonal_003.csv,7904,1277515,0.540509043,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_019.csv,7505,1113596,0.535122246,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_020.csv,5314,1028074,0.536106573,,,,
small_datasets/gaussian_021.csv,small_datasets/diagonal_003.csv,7877,1430451,0.637031408,,,,
small_datasets/gaussian_022.csv,small_datasets/diagonal_003.csv,7877,1213179,0.621629925,,,,
small_datasets/gaussian_023.csv,small_datasets/diagonal_003.csv,8938,1408628,0.656984652,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_024.csv,4691,890863,0.521302413,,,,
small_datasets/gaussian_025.csv,small_datasets/diagonal_003.csv,10550,1506668,0.579895985,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_026.csv,5400,992576,0.540223672,,,,
small_datasets/gaussian_027.csv,small_datasets/diagonal_003.csv,6433,1305716,0.610822575,,,,
small_datasets/gaussian_028.csv,small_datasets/diagonal_003.csv,11848,1994482,0.622118907,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_029.csv,4365,657032,0.484911039,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_030.csv,6922,1001362,0.461388451,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_031.csv,7638,1068602,0.552862539,,,,
small_datasets/gaussian_032.csv,small_datasets/diagonal_003.csv,9847,1589478,0.568623288,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_033.csv,4094,847193,0.538413361,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_034.csv,5334,766274,0.52692884,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_035.csv,3166,621476,0.506068687,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_036.csv,4950,944160,0.550530523,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_037.csv,5622,843080,0.538708821,,,,
small_datasets/gaussian_038.csv,small_datasets/diagonal_003.csv,10837,1926926,0.706613636,,,,
small_datasets/diagonal_003.csv,small_datasets/gaussian_039.csv,4792,683587,0.441102362,,,,
small_datasets/gaussian_040.csv,small_datasets/diagonal_003.csv,9955,1368258,0.662630765,,,,
small_datasets/uniform_001.csv,small_datasets/diagonal_003.csv,3272,1402720,0.824477403,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_002.csv,1908,696313,0.432076932,,,,
small_datasets/uniform_003.csv,small_datasets/diagonal_003.csv,4463,1433091,0.618623086,,,,
small_datasets/uniform_004.csv,small_datasets/diagonal_003.csv,3657,1570715,0.577908093,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_005.csv,2060,981188,0.482161665,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_006.csv,2413,803190,0.538391618,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_007.csv,1520,767431,0.481027053,,,,
small_datasets/uniform_008.csv,small_datasets/diagonal_003.csv,3168,1411742,0.589754577,,,,
small_datasets/uniform_009.csv,small_datasets/diagonal_003.csv,2910,1420738,0.541590264,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_010.csv,1520,690625,0.554498677,,,,
small_datasets/uniform_011.csv,small_datasets/diagonal_003.csv,3635,1457263,0.581541942,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_012.csv,1593,582046,0.446029726,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_013.csv,1996,844058,0.569567552,,,,
small_datasets/uniform_014.csv,small_datasets/diagonal_003.csv,2630,1263844,0.534295981,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_015.csv,2200,726436,0.514764481,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_016.csv,1897,878317,0.473355098,,,,
small_datasets/uniform_017.csv,small_datasets/diagonal_003.csv,2627,1050633,0.561724188,,,,
small_datasets/uniform_018.csv,small_datasets/diagonal_003.csv,4364,1884385,0.671873052,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_019.csv,1876,821698,0.502840591,,,,
small_datasets/uniform_020.csv,small_datasets/diagonal_003.csv,3715,1278595,0.602300086,,,,
small_datasets/uniform_021.csv,small_datasets/diagonal_003.csv,3837,1439652,0.569773304,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_022.csv,1808,778285,0.484560373,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_023.csv,1809,639038,0.46694004,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_024.csv,2120,989404,0.466086011,,,,
small_datasets/uniform_025.csv,small_datasets/diagonal_003.csv,4860,1579748,0.65932263,,,,
small_datasets/uniform_026.csv,small_datasets/diagonal_003.csv,2667,1244506,0.554517949,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_027.csv,2243,1086015,0.502336337,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_028.csv,1800,716422,0.465469392,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_029.csv,1748,776249,0.497191795,,,,
small_datasets/uniform_030.csv,small_datasets/diagonal_003.csv,2731,1373163,0.583194669,,,,
small_datasets/uniform_031.csv,small_datasets/diagonal_003.csv,3800,1274620,0.524209817,,,,
small_datasets/uniform_032.csv,small_datasets/diagonal_003.csv,3236,1192567,0.510112434,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_033.csv,2211,948302,0.497829605,,,,
small_datasets/uniform_034.csv,small_datasets/diagonal_003.csv,2642,1276929,0.619147834,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_035.csv,1570,590317,0.582571132,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_036.csv,2350,919933,0.459153388,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_037.csv,1815,729644,0.455462891,,,,
small_datasets/diagonal_003.csv,small_datasets/uniform_038.csv,3156,956387,0.587359988,,,,
small_datasets/uniform_039.csv,small_datasets/diagonal_003.csv,4420,1479148,0.627146865,,,,
small_datasets/uniform_040.csv,small_datasets/diagonal_003.csv,3316,1219196,0.496803835,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_005.csv,46207,1135925,0.627641935,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_006.csv,139312,1784141,0.722947755,,,,
small_datasets/diagonal_007.csv,small_datasets/diagonal_004.csv,162464,2283379,0.862374145,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_008.csv,263199,2704548,0.826683445,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_009.csv,56512,795678,0.601128379,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_010.csv,176322,1982159,0.724780973,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_011.csv,154465,2630927,0.811519358,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_012.csv,149210,2309821,0.73713655,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_013.csv,147531,1605570,0.744778261,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_014.csv,121053,1673943,0.802198924,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_015.csv,86805,1842993,0.718698516,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_016.csv,101405,1147801,0.700862983,,,,
small_datasets/diagonal_017.csv,small_datasets/diagonal_004.csv,208385,2909618,0.836416047,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_018.csv,47162,1045407,0.632334571,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_019.csv,149597,1768656,0.846895875,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_020.csv,90870,2011742,0.799817573,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_004.csv,210127,2382432,0.872544398,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_022.csv,86033,1624291,0.650269357,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_023.csv,165577,2234586,0.736436616,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_024.csv,75102,1839122,0.682071926,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_025.csv,124141,1517311,0.638685747,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_026.csv,86551,1186311,0.635549915,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_027.csv,139921,2195980,0.795916313,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_028.csv,112918,2158370,0.867997965,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_029.csv,192622,2212547,0.760581183,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_030.csv,143713,1816506,0.688996038,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_031.csv,58981,990829,0.651819271,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_032.csv,104210,2415082,0.694445288,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_033.csv,118898,2199633,0.846758434,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_034.csv,142960,1602511,0.749159292,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_035.csv,164780,2015611,0.791238326,,,,
small_datasets/diagonal_036.csv,small_datasets/diagonal_004.csv,163901,3036082,0.901435115,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_037.csv,33846,865682,0.611336691,,,,
small_datasets/diagonal_038.csv,small_datasets/diagonal_004.csv,229049,2394401,0.867148383,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_039.csv,105554,2151596,0.744327462,,,,
small_datasets/diagonal_004.csv,small_datasets/diagonal_040.csv,133231,2068525,0.746787123,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_001.csv,20494,2281299,0.717373808,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_002.csv,18924,2016280,0.772384912,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_003.csv,20099,2531774,0.852809687,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_004.csv,12823,1669524,0.64174931,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_005.csv,15172,1503303,0.634884448,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_006.csv,22443,2175718,0.700047335,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_007.csv,13854,1633108,0.680306532,,,,
small_datasets/gaussian_008.csv,small_datasets/diagonal_004.csv,27943,2788431,0.729704344,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_009.csv,21675,2182906,0.755670446,,,,
small_datasets/gaussian_010.csv,small_datasets/diagonal_004.csv,23108,2978733,0.723454443,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_011.csv,17002,1980606,0.662968404,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_012.csv,23088,2502169,0.723421721,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_013.csv,11533,1439265,0.712579419,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_014.csv,15438,1561851,0.634696047,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_015.csv,26125,2660818,0.708542292,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_016.csv,11837,1341635,1.108230296,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_017.csv,8478,957480,0.486417403,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_018.csv,17267,1913372,0.598512644,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_019.csv,16033,1669515,0.632486821,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_020.csv,12195,1540947,0.666849608,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_021.csv,17732,2142004,0.814185841,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_022.csv,16695,1817320,0.694265251,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_023.csv,19477,2112054,0.669124753,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_024.csv,10817,1335458,0.599023215,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_025.csv,22511,2257615,0.645861623,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_026.csv,11834,1490630,0.688579215,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_027.csv,15637,1960021,0.840823597,,,,
small_datasets/gaussian_028.csv,small_datasets/diagonal_004.csv,26073,2989573,0.74632578,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_029.csv,9410,985089,0.624967968,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_030.csv,14984,1498789,0.586309795,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_031.csv,16148,1602881,0.646864983,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_032.csv,21644,2381475,0.693305284,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_033.csv,9425,1270009,0.598423428,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_034.csv,10932,1148016,0.602136996,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_035.csv,7151,931685,0.613137959,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_036.csv,11213,1415003,0.590934178,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_037.csv,12497,1266469,0.551982563,,,,
small_datasets/gaussian_038.csv,small_datasets/diagonal_004.csv,24235,2886539,0.695640968,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_039.csv,10159,1024163,0.627264537,,,,
small_datasets/diagonal_004.csv,small_datasets/gaussian_040.csv,20748,2052129,0.674215069,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_001.csv,7070,2159226,0.736938654,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_002.csv,3928,1074694,0.59279885,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_003.csv,8691,2207410,0.706987355,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_004.csv,8179,2420868,0.588485369,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_005.csv,4387,1516148,0.605058978,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_006.csv,4749,1239039,0.574037799,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_007.csv,3335,1184787,0.668493127,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_008.csv,6963,2176838,0.580155713,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_009.csv,6786,2187859,0.682179489,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_010.csv,3585,1064948,0.64265053,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_011.csv,7793,2248054,0.696210194,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_012.csv,3235,897013,0.529592391,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_013.csv,4270,1300524,0.615794732,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_014.csv,5814,1947923,0.670382925,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_015.csv,4439,1117944,0.576362621,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_016.csv,4006,1354660,0.603500224,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_017.csv,5463,1618863,0.58070854,,,,
small_datasets/uniform_018.csv,small_datasets/diagonal_004.csv,9708,2904794,0.740395382,,,,
small_datasets/diagonal_004.csv,small_datasets/uniform_019.csv,4100,1265660,0.530123568,,,,
